Time,signal,Trade Timestamps,center
102.0812469,0.716101246,341.0230564,
103.9733138,0.004047601,341.7592172,
105.7189134,0.241263575,344.014385,
106.3488495,0.912206404,344.5787501,
107.903928,0.008330843,353.0393511,
109.3486761,0.731353177,362.0846865,
109.4148463,0.185610431,367.8183115,
110.6072277,0.093488646,378.9924841,
112.5236336,0.120100986,380.6025577,
113.6142777,0.312902534,382.2450225,
115.261061,0.205368641,385.2435088,
116.735097,0.000397829,389.2085525,
118.5695727,0.266428631,392.330562,
119.3256712,0.177799184,400.0442033,
119.9019385,0.030318914,412.3922502,
120.0221222,0.842551113,415.0830365,
121.4477969,0.036760664,416.4503834,
123.4104462,0.231548877,419.0908757,
124.9874454,0.96380832,419.5074593,
126.8624006,0.604756611,423.2599293,
127.5642625,0.264828943,424.0279443,
129.2614576,0.471318158,429.2987275,
130.5960939,4.03E-05,429.5776268,
132.2336645,0.014698774,430.1101931,
132.5505683,0.253835431,432.5240746,
133.3144566,0.249492135,434.4019596,
134.1355024,0.100951725,435.2041125,
136.0755881,0.66535672,448.4954073,
136.5924419,0.002253372,459.8830052,
138.1985683,0.03462346,460.8068285,
139.7799257,0.175667334,480.8394336,
141.5442306,0.015662767,493.6427187,
142.6301594,0.81621821,501.6723959,
144.0549143,0.956154891,505.100262,
145.8884159,0.147355593,509.0856908,
147.4599765,0.436281604,513.6198644,
149.2733023,0.8037278,513.9382356,
151.2699794,0.813914566,514.6756769,
152.6538447,0.608492312,522.001821,
154.4868649,0.590146932,530.3170902,
155.2812444,0.770089981,532.211376,
156.393267,0.271911156,532.6287987,
156.5516165,0.277673201,532.9026752,
156.6052616,0.697368173,541.3500768,
157.2922551,0.755835782,544.55891,
158.3502737,0.907173757,553.2272676,
160.1407566,0.27574201,565.2933514,
161.4905926,0.081450092,565.4632037,
163.102809,0.033420896,569.1771222,
164.2848915,0.211086033,569.746398,
165.5486925,0.103210117,578.6593692,
166.9924037,0.631211923,585.1185577,
168.664217,0.085578401,585.7602836,
170.3278874,0.072811766,586.0473934,
172.3091137,3.58E-05,588.972102,
174.2691871,0.021057009,591.0308707,
175.4351619,0.737869024,597.7304508,
177.4268106,0.180134287,604.1030557,
178.3951069,0.805766464,604.2310704,
180.147137,0.912083002,604.5704702,
181.3608109,0.154625732,604.6868051,
182.4282887,0.738554371,606.5621175,
184.1788782,0.220027264,611.8916959,
186.011369,0.717308751,620.0186378,
187.5248661,0.113588497,632.0502456,
189.465048,0.212047174,634.1207234,
190.7155213,0.006511293,641.3955892,
192.5191846,0.074566045,660.7729994,
193.9872874,0.933756637,664.4605961,
194.5488761,0.315124382,669.8559683,
194.8150644,0.643511001,671.426136,
195.9773789,0.323174718,675.7923353,
197.4464716,0.670139089,677.5065083,
198.7395681,0.175055523,684.7113593,
200.3966038,0.782825638,686.2610087,
201.9615697,0.807693002,687.711567,
202.4911924,0.000753932,694.172046,
204.2468334,0.000275742,698.1152286,
205.4769685,0.178788056,700.2369228,
205.5989941,0.190559921,702.5962079,
206.7923501,0.766959932,709.3014258,
208.7512363,0.265743633,712.7859866,
208.7848823,0.558636137,714.2756643,
210.7454399,0.025052963,715.004337,
211.782439,0.048020527,715.0917514,
213.6373024,0.050634837,715.238142,
215.6334014,0.961628086,716.0500011,
217.5835783,0.256917946,723.2760857,
218.9839898,0.853371409,727.92525,
219.0482179,0.361163674,729.6892997,
219.0673815,0.738507097,737.0939762,
220.6151765,0.137671053,739.0996991,
222.0843657,0.4680544,743.9732074,
222.3725069,0.749016777,756.0718678,
223.836854,0.320881857,774.501332,
224.7648406,0.227816987,775.0904423,
226.0610931,0.058676842,778.708384,
227.3947964,0.156293099,786.4853982,
227.8877132,0.270824862,787.9750877,
229.4544738,0.006169811,788.2421092,
231.3743455,0.784215657,808.1405809,
232.4854051,0.099604499,812.1930729,
233.9508665,0.96800256,813.5184298,
234.3127075,0.007212954,815.8953237,
235.8451192,0.38859121,828.5589899,
236.0304405,0.014131142,832.1314367,
237.6352077,0.361408444,835.3778544,
238.430112,0.521009472,837.6439191,
240.1634639,0.653003092,838.0887354,
242.1214753,0.992414072,838.5444417,
243.9341717,0.536364922,863.7744233,
244.2950692,0.033608731,865.7890596,
246.1451104,0.054651752,867.3602541,
246.9823943,0.0981565,872.2266941,
247.5352468,0.527015872,877.9171433,
248.69048,0.401971611,886.3411557,
249.9146346,0.363967782,888.3733218,
251.8435944,0.355516314,890.3873045,
253.7260044,0.372886119,891.9532821,
254.3303764,0.157732729,892.868026,
255.4745502,0.426496236,901.5012463,
256.2961104,0.423383803,904.122003,
257.4567164,0.002566705,904.310966,
258.5212871,0.108668761,909.0930602,
260.2121612,0.102434126,917.1396067,
261.6744398,0.007717203,922.1114871,
262.8132534,0.963486336,923.8427182,
262.8585276,0.293569331,928.037412,
264.5732373,0.159843973,928.3559405,
265.0005756,0.456298797,928.5350017,
265.8749853,0.153368334,940.4960341,
267.3892169,2.84E-05,942.3896461,
268.3160036,0.05506983,951.2494632,
268.4836478,0.638714362,952.1377429,
269.5585738,0.000511088,955.2133215,
271.0211526,0.465124326,958.9851269,
271.9605979,0.004097901,961.4001082,
272.4255275,0.025092735,967.2296741,
274.2520595,0.927779036,973.6420467,
275.11037,0.339105498,974.6313733,
275.3509394,0.529943912,978.2651983,
275.5320181,0.643705661,978.8976778,
277.1701821,0.780162541,979.5194555,
278.2807005,0.154698013,985.0699272,
279.3788483,0.733261892,985.3907611,
281.2019058,0.032167411,988.0930358,
281.6260338,0.192618996,1008.221279,
283.4659332,0.028212606,1015.948738,
284.6296323,0.739409704,1016.109846,
285.5322823,0.105443411,1017.981979,
285.6596508,0.251275895,1026.979787,
286.2976633,0.186467119,1027.908714,
287.3111529,0.134190599,1031.027263,
288.0432233,0.000715849,1038.929932,
289.4048147,0.000170782,1041.211748,
290.8539918,0.038754802,1046.132937,
292.1411482,0.887265133,1046.422443,
292.3299324,0.079152837,1056.610326,
294.054211,0.349188354,1056.817863,
294.1458839,0.588001869,1061.112105,
295.9887038,0.042302924,1063.701398,
297.1213005,0.297242796,1075.62155,
297.6926129,0.348528288,1079.202301,
298.2434179,0.058704521,1085.035641,
300.1360092,0.131275951,1085.350488,
302.0570031,0.003745221,1085.742107,
303.5581214,0.914489149,1087.460657,
305.0342085,0.004551098,1095.746215,
307.0128791,0.448211332,1099.102047,
307.2477098,0.919653132,1101.674843,
308.9033781,0.00720791,1105.184137,
310.048913,0.58072847,1105.621736,
311.2941331,0.099429329,1109.352734,
311.9171736,0.002480537,1109.790138,
312.7671214,0.100827388,1117.676395,
314.6454365,0.997450078,1131.32446,
315.5055395,0.083203026,1133.803386,
317.0885543,0.43753137,1143.299678,
318.6553878,0.068705366,1151.578775,
320.2921841,0.214669653,1152.982949,
321.1778642,0.073337799,1153.568841,
322.622476,0.000260818,1161.326498,
322.8695428,0.266472624,1163.222563,
324.6183973,0.075397362,1163.470647,
326.1298076,0.013922065,1177.261163,
327.1536282,0.107030454,1177.674753,
328.9632589,0.892784735,1179.226776,
330.0650051,0.04238187,1180.198259,
331.9837381,0.312570627,1180.616841,
333.3709897,0.638946975,1190.921828,
334.1765915,0.265106554,1191.479721,
336.172696,0.635670368,1201.203882,
337.4336715,0.36422777,1208.572068,
339.170945,0.172782764,1210.708323,
340.8288712,0.233411302,1215.005592,
341.3082141,0.001305172,1216.753648,
342.0220534,0.463068477,1217.16984,
343.6578131,0.954992819,1218.771751,
344.1060702,0.592110705,1220.573843,
344.9785339,0.33100632,1231.480401,
346.9262135,0.999805904,1237.471685,
348.0922433,0.156449323,1238.172299,
349.389754,0.097518665,1241.578997,
350.7898523,0.43931516,1247.181766,
351.9418694,0.001100795,1248.656026,
352.9722286,0.050920116,1250.510718,
353.2072117,0.044805167,1256.619076,
354.9505301,0.001723163,1258.785389,
356.5437575,0.952202245,1268.749553,
358.3536634,0.101983859,1272.969819,
359.6069621,0.058987126,1279.603829,
360.669445,0.254349247,1279.798259,
361.7486656,0.438124816,1291.880677,
362.3786838,0.004802393,1294.891734,
363.8911555,0.298271456,1296.388211,
365.4386031,0.081520722,1307.107438,
367.3410061,0.542788038,1307.482081,
367.8898109,0.591079303,1310.153563,
369.3435659,0.272352456,1310.756107,
370.7712028,0.153746243,1320.479181,
372.4672282,0.008712614,1322.002245,
373.8616977,0.149178035,1328.825115,
375.2120583,0.823177872,1329.255514,
376.7498417,0.947956542,1330.348614,
377.7710029,9.63E-05,1333.697383,
378.983706,0.04517837,1334.527423,
379.019569,9.16E-05,1335.029189,
380.4790086,0.913223256,1344.231534,
380.7866997,0.000645251,1344.651601,
382.2283065,0.104723285,1345.071231,
382.322157,0.016902742,1350.458762,
383.6898543,0.002441384,1351.405992,
385.195988,0.660815741,1354.414493,
385.5961949,0.007247099,1360.223852,
387.4255406,0.591880315,1363.977601,
389.075797,0.179899213,1365.615062,
389.2302458,0.400784638,1375.20819,
391.1996102,0.523585462,1375.765546,
392.2268559,0.217658129,1376.197748,
392.6936901,0.453539495,1378.679861,
394.5767698,0.156532764,1391.762302,
396.4026831,0.013086835,1395.241449,
397.5137761,0.47868684,1395.273943,
399.4119735,0.046024134,1395.38241,
400.1349302,0.354218848,1413.977503,
401.8552658,0.766760559,1421.039837,
403.4020635,0.032954721,1421.215449,
405.2570395,0.460763072,1429.000198,
406.2803787,0.2048056,1429.071811,
407.6014276,0.013436448,1430.641888,
409.105294,0.0010322,1431.066444,
410.8618273,0.406378454,1436.101071,
412.1712117,0.235025587,1450.869503,
412.4212363,0.609745099,1451.53463,
414.2472214,0.948778725,1454.202823,
415.1796248,0.021306344,1459.061217,
416.3501013,0.145471979,1459.345709,
416.5336863,0.709992281,1459.589102,
418.3832758,0.939709919,1461.98492,
419.2869587,0.187153862,1477.199061,
419.7839573,0.203636187,1479.277941,
421.2209378,0.167880446,1484.239599,
423.1495422,0.812746434,1487.812622,
423.6018475,0.016288711,1488.315946,
424.0755744,0.917877876,1490.6618,
425.1251794,0.433598566,1491.096603,
426.4838125,0.769920873,1496.148039,
428.1748,0.646333558,1496.563484,
429.2505581,0.006115118,1503.573369,
429.3824925,0.669294797,1504.537677,
429.7380697,0.300847696,1514.358639,
430.5874988,0.146923848,1518.645434,
432.2006727,0.035090912,1522.424571,
432.8307365,0.234319219,1522.982979,
433.8729693,0.383414519,1531.283726,
434.8585156,0.895921533,1535.442897,
435.5234124,0.070096343,1542.347003,
436.8513225,0.916738058,1546.481682,
438.405014,0.897161702,1546.848674,
439.7368664,0.442531629,1549.442126,
441.5643216,0.692034727,1555.828866,
443.536462,0.033243358,1563.978767,
445.3858283,0.060401931,1568.218238,
447.111579,0.205245301,1580.046526,
448.4561748,0.694913054,1580.47093,
448.6399005,0.072172475,1580.947394,
450.2319744,0.139375352,1593.611506,
451.2798352,0.583960493,1599.446989,
452.4112468,0.342561271,1604.321282,
453.8906849,0.008308284,1622.918661,
455.8817974,0.287388153,1623.320344,
457.5491809,5.35E-05,1643.09591,
459.1956442,0.995910666,1647.222184,
460.1770532,0.620810881,1657.372125,
461.0548009,0.369664259,1667.690535,
462.200755,0.132291112,1669.469013,
464.1795378,0.047856536,1669.694263,
465.4953893,0.607298153,1671.492011,
466.8646726,0.412571989,1671.796749,
468.4382023,0.05423068,1672.092871,
470.1763165,0.38520972,1672.516145,
471.8758671,0.072491256,1672.999101,
473.6708636,0.907252562,1674.84683,
474.7239398,0.721977769,1677.517391,
476.4540148,0.149143632,1678.148108,
477.9955694,0.208105148,1679.610169,
479.2734036,0.009628116,1683.77728,
480.7900134,0.699896514,1686.648427,
480.9971983,0.124221218,1687.073371,
482.7226472,0.029837147,1688.710626,
484.3803831,7.94E-05,1698.218611,
485.4872,0.035743528,1713.616885,
487.2922564,0.306790619,1714.500209,
489.2555301,0.109284302,1718.826467,
490.2677931,0.022637033,1720.614298,
491.5850041,0.077860563,1745.860202,
493.2026117,0.412326531,1747.384468,
493.7010048,0.244819159,1758.44908,
495.3630977,0.469842364,1759.73868,
497.2230266,0.300549435,1761.476935,
498.4255438,0.092370512,1763.248585,
499.7173023,0.930836736,1771.627598,
501.4153662,0.365977077,1772.386718,
501.9010962,0.008688208,1773.935112,
503.1393125,0.808636429,1776.905448,
504.9225972,0.376941011,1779.975555,
505.795107,0.359677108,1786.548361,
507.6711841,0.036096886,1803.060578,
508.879997,0.807696889,1803.427684,
509.8272458,0.726480963,1805.667826,
511.6835665,0.532319489,1807.65992,
513.2075894,0.286870948,1819.919873,
513.7612978,0.154798693,1823.544519,
514.0770382,0.802525357,1825.251326,
514.8257591,0.890770694,1835.599174,
516.4401045,0.512439954,1840.038638,
517.8967964,0.419507993,1841.443051,
519.6702896,0.019265336,1853.130577,
521.4105726,0.184489456,1856.86987,
522.3928339,0.908222798,1861.982162,
523.8623267,0.739398734,1862.293024,
525.0974114,0.321651744,1865.153194,
526.6776143,0.943433039,1867.057771,
528.174505,0.02784778,1871.360133,
529.9345669,0.132137861,1878.241935,
530.8050036,0.674922881,1879.512729,
532.037772,0.417662731,1882.350184,
532.3256396,0.246065777,1883.561969,
532.72703,0.440097509,1885.441796,
533.0822108,0.678522744,1885.918019,
535.0267064,0.008393846,1889.744221,
536.9113462,0.026831096,1890.546052,
538.8817215,0.108217574,1892.009898,
540.7560236,0.012441593,1907.35289,
541.4517021,0.000953032,1911.96845,
542.6654137,0.146924069,1913.617246,
544.1387538,0.267099202,1918.666361,
544.722315,0.138868551,1925.563743,
545.8092088,0.160671882,1933.014588,
547.3518834,0.494651089,1933.631605,
549.2527209,0.070914305,1935.522078,
550.3161034,0.094331089,1938.333873,
552.0691914,0.012944582,1943.100156,
553.1034801,0.204305863,1944.715021,
553.2987419,0.019809146,1948.44239,
555.0480449,0.608196246,1948.770816,
556.670712,0.581115332,1955.904306,
558.2846062,0.712985479,1971.104235,
559.4622665,0.015489243,1981.36688,
561.0422382,0.114139147,1985.798936,
562.1771273,0.991779156,1987.454099,
563.6421506,0.502973751,1991.648856,
565.2252355,0.863112103,1997.749156,
565.4010768,0.679447138,1998.197349,
565.5267845,0.703094293,1998.533281,
566.997142,0.557365763,2011.168291,
568.6572459,0.418185062,2013.591677,
569.4051516,0.187623923,2015.468488,
570.3584213,0.425872134,2017.406422,
571.8075825,0.042566968,2019.196828,
573.7293236,0.001136105,2020.748161,
575.3304861,0.002124571,2030.059498,
576.6100528,0.454926727,2030.351573,
578.3120341,0.099803273,2043.728891,
578.8023466,0.503332499,2044.208201,
580.0300075,0.009763669,2046.135236,
581.465418,0.765009099,2047.783116,
582.9839399,0.691258093,2050.976236,
584.8401937,0.0015581,2061.019023,
585.6408981,0.650615536,2061.241102,
585.8218611,0.334129753,2076.318798,
586.2325733,0.055762826,2079.337812,
587.5063801,0.15077553,2081.914798,
588.5187411,0.535245452,2082.344429,
589.0805127,0.112486446,2087.884163,
590.8988223,0.126097765,2097.126312,
591.3340976,0.01099548,2102.0896,
592.5378604,0.111719337,2108.030424,
594.4153607,0.54906079,2123.560524,
595.97563,0.01039612,2124.363258,
597.6469026,0.072407728,2128.597777,
598.2997652,0.510028861,2129.456145,
599.3237642,0.008065296,2141.615209,
600.7916726,0.35100454,2141.997722,
602.6857195,0.270675068,2155.735687,
604.0131588,0.961330327,2156.111188,
604.193254,0.554345804,2161.917539,
604.4292025,0.418824966,2163.181899,
604.6330894,0.011295354,2167.578026,
604.8821448,0.786947291,2170.29823,
606.5050574,0.056073792,2174.285883,
606.6295975,0.01616399,2195.068125,
608.0623742,0.100218682,2202.282432,
610.0499041,0.364786723,2208.617654,
611.5989487,0.280301505,2218.380673,
612.3003085,0.052814092,2218.40903,
614.1640635,0.609050177,2218.462407,
616.1170898,0.996070709,2219.680097,
617.8103558,0.360855462,2234.416172,
619.4077951,0.407906346,2240.998974,
620.1020977,0.310559704,2245.993743,
621.8413972,0.17928885,2246.136252,
623.3022214,0.292078799,2257.622266,
625.0123718,0.808677968,2259.415037,
626.5296238,0.032523206,2263.400817,
628.2479603,0.009287597,2275.530856,
629.96689,0.098174368,2277.979868,
631.7819158,0.953026962,2279.301642,
632.7591202,0.662822026,2284.552358,
633.9893328,0.625283952,2286.307455,
634.5275089,0.805112331,2288.985794,
635.9137518,0.576689492,2293.521845,
637.5672059,0.530490893,2296.304466,
638.6630244,0.134725131,2298.183526,
640.0582001,0.404759616,2307.575063,
641.0810709,0.386377315,2308.568963,
641.76916,0.975962631,2309.175661,
642.8104693,0.002753257,2311.100762,
644.464162,0.006073027,2315.207237,
645.6723528,0.98177981,2315.3717,
647.6723341,0.656577552,2315.399958,
648.8689622,7.57E-05,2320.588855,
650.4025376,0.46430019,2325.769835,
652.0221785,0.033527204,2327.248556,
653.586742,0.003457797,2340.571862,
654.608662,0.008828512,2344.246605,
655.8346994,0.052731637,2346.337684,
657.6061066,0.421725529,2353.24906,
659.3387394,0.725193346,2355.180356,
660.4794884,0.098763937,2355.448157,
660.8213557,0.888686608,2356.406198,
662.5810618,2.34E-08,2360.921207,
664.4342437,0.357957941,2361.488683,
664.5471958,0.540627049,2363.475988,
666.4106272,0.69665777,2373.314688,
668.1670517,0.078054447,2376.503669,
669.2041171,0.402522807,2377.153424,
670.0464357,0.270579433,2380.31844,
671.1806107,0.209415175,2392.503155,
671.5388603,0.032986248,2396.307713,
672.6099669,0.271837881,2397.767066,
674.5227784,0.024264462,2401.20721,
675.7002523,0.490995654,2405.390044,
675.8081369,0.003542249,2410.583026,
676.9654349,0.006088159,2411.54414,
677.9441803,0.557931447,2413.592918,
679.7611705,0.077165242,2414.238082,
681.1372771,0.225280642,2414.593941,
682.7963736,0.069513551,2414.998648,
684.5371193,0.627953466,2416.645483,
685.1085011,0.549914403,2417.014001,
686.1609314,0.312769772,2417.22155,
686.293677,0.299498809,2419.481783,
687.7059301,0.353322572,2420.876911,
687.7345874,0.130572582,2421.006101,
689.3879221,0.288000459,2430.037351,
690.6729258,0.120529137,2432.51418,
691.7694,0.000773398,2439.442845,
693.663767,0.504086986,2444.289684,
694.3773135,0.701564989,2448.832119,
695.3786498,0.026281414,2455.756061,
696.7195625,0.023693461,2456.470142,
698.0918093,0.518968269,2456.641278,
698.2623942,0.126700299,2456.914755,
699.7876442,0.41308807,2465.056147,
700.7330276,0.010158642,2482.033586,
702.5341166,1.45E-05,2483.512369,
702.7088834,0.031635546,2492.606611,
704.1083288,0.682465146,2495.632254,
705.276474,0.743104699,2503.534283,
706.7308668,0.567894889,2511.950204,
707.8458147,0.014562238,2513.675649,
709.1792263,0.004071921,2515.673007,
709.3510497,0.895888624,2525.786583,
711.1071967,0.419587398,2528.233092,
712.1999976,0.137079097,2537.149035,
713.1127654,0.246160388,2543.699693,
714.1329692,1.62E-05,2544.414881,
714.9681966,0.41110956,2546.817532,
715.0139894,0.298831047,2558.550576,
715.1176132,0.823353913,2560.742923,
715.8246174,0.360060309,2564.38027,
716.1027109,0.372388321,2572.35842,
717.7373361,0.924863635,2572.570049,
719.3089534,0.005503499,2574.018516,
721.2228372,0.645691905,2578.097427,
722.5196858,0.188629635,2578.733693,
723.3960285,0.324906811,2582.595352,
724.5762117,0.416145619,2582.791027,
726.0750527,0.032834743,2582.981961,
727.8183008,0.25987115,2595.364779,
728.437415,0.3446845,2600.107208,
729.678408,0.392383319,2603.167677,
729.7085007,0.29387536,2604.991105,
731.0176016,0.206130078,2608.410538,
732.9853323,0.00083107,2608.817727,
734.1232789,0.108949726,2612.772654,
735.4752975,0.929480319,2618.813122,
736.8599062,0.826052167,2619.680522,
737.4520446,0.042690148,2621.707945,
738.7253827,0.031915019,2623.863426,
739.2414243,0.765940075,2625.788993,
740.9414113,0.000919937,2632.317949,
742.6268497,0.145133276,2645.041888,
743.9149605,0.214681508,2645.246301,
744.3732541,0.427617384,2646.035465,
746.3474867,0.221834104,2651.415345,
747.7239885,0.046704632,2661.925834,
749.6873151,0.848027106,2667.885973,
750.7265236,0.082710954,2670.034776,
752.4910615,0.003868216,2674.359426,
754.3380768,0.152048873,2682.362693,
756.0039103,0.649158086,2684.977522,
756.1290786,0.069014434,2685.40149,
757.6947481,0.128807829,2687.174755,
759.0837036,0.882305501,2688.150852,
760.5395299,0.000186379,2690.215635,
762.4660362,0.934220046,2691.151694,
763.5769332,0.202056804,2693.040011,
764.8476764,0.332479522,2693.207341,
766.3884435,0.148987806,2702.783544,
768.0651277,0.154573088,2709.166912,
769.8664286,0.00340499,2709.441274,
771.0541121,0.617933568,2710.408939,
772.6213565,0.025948009,2710.621566,
774.3649208,0.237832841,2716.378091,
774.5929842,0.002567516,2718.68832,
775.2096907,0.977302003,2721.963223,
777.2079529,0.00026548,2723.93411,
778.5499032,0.928620232,2729.280536,
779.0253734,0.004428095,2729.781804,
780.4609159,0.31858199,2730.491068,
782.4565425,0.994364249,2731.069701,
784.2361052,0.089050998,2737.060998,
786.1787054,0.008708863,2737.790935,
786.7098785,0.105056749,2742.007948,
787.7155133,0.472880137,2745.657741,
788.2121873,0.059800212,2748.744429,
788.3379482,0.64909244,2750.944774,
789.6001764,0.240860009,2752.824719,
791.3620221,0.630449705,2754.510202,
792.431801,0.310604471,2765.774872,
794.411023,0.003969886,2768.56062,
796.1810113,0.765493263,2772.819433,
797.1886979,0.063603732,2779.273393,
798.9339059,0.539218157,2779.803577,
800.4826302,0.217971182,2788.120908,
802.0407733,0.769040841,2795.245477,
804.0101732,0.120969208,2795.410577,
805.9332845,0.000279892,2797.572786,
807.549912,0.860106988,2797.94119,
808.3003415,0.002070833,2801.636569,
810.1740188,0.159477533,2802.27527,
812.0510099,0.100638663,2803.279745,
812.2249203,0.28443904,2803.677519,
813.4427235,0.279824439,2808.110076,
813.6773233,0.469138029,2816.804732,
815.6102635,0.848827872,2818.399715,
815.9990519,0.784998856,2818.641001,
817.9537815,0.446642073,2820.589585,
819.1076784,0.886956147,2821.811358,
820.89626,0.062841824,2822.401866,
822.8057348,0.486277797,2824.76573,
824.0479545,0.09249764,2824.921043,
825.5615253,0.062009272,2825.601555,
826.710463,0.877948728,2825.956417,
828.4347496,0.788541106,2835.795411,
828.5843563,0.012521537,2851.052392,
830.0613705,0.125164471,2851.476979,
831.9383328,0.757013573,2855.946347,
832.5433237,0.021436618,2859.795299,
833.9972087,0.130648825,2860.275014,
835.0853373,0.065250115,2863.104564,
835.451448,0.605429553,2865.488172,
837.3735788,0.500943253,2871.1522,
837.8309625,0.487832615,2873.190294,
838.1596937,0.083953102,2873.411486,
838.9838186,0.223709084,2879.422624,
840.0858167,0.068460648,2890.170618,
841.2632113,0.105522194,2892.360987,
842.54533,0.139797367,2896.646203,
843.8154948,0.041335824,2898.382131,
844.8647618,4.98E-05,2910.54914,
846.1828303,0.559339816,2915.945259,
847.9862091,0.413795213,2919.344844,
849.6906924,0.080677344,2924.230336,
851.2836484,0.797774576,2927.728658,
853.2136368,0.008833249,2927.739296,
854.7458562,0.014648334,2938.513704,
856.3663523,0.843239864,2941.543059,
858.1001926,0.008708072,2944.025656,
859.8807034,0.332631605,2944.24032,
861.7311576,0.646998296,2944.686673,
863.6503751,0.91699899,2945.560241,
864.0748269,0.409075451,2948.117434,
865.715041,0.708967824,2950.343961,
865.8588595,0.398615897,2958.09865,
867.2900795,0.604848074,2958.703854,
867.7329925,0.345676614,2958.949814,
869.5676821,0.018253813,2962.580232,
870.7017148,0.031813973,2970.594744,
871.9858535,0.644428482,2970.941552,
872.5321643,0.059012182,2976.745462,
874.3222111,0.685715775,2982.075895,
876.1999254,0.298338358,2988.310565,
877.8691924,0.262741406,2992.093325,
877.9259392,0.461553918,3006.942723,
879.7880356,0.156456027,3021.273309,
881.4803366,0.534058446,3026.1546,
882.8534614,0.13685651,3028.752205,
884.7722201,0.311455533,3029.154189,
886.2350399,0.340061715,3031.700368,
887.0260756,0.628544152,3044.693016,
888.3355291,0.461417254,3052.281002,
888.468427,0.063118466,3060.772208,
890.0360928,0.466817442,3061.619773,
890.4383023,0.283678066,3070.29254,
891.6552245,0.375772399,3080.560803,
892.4757284,0.153661274,3092.935955,
893.0884459,0.523353519,3093.991404,
894.2309816,0.965810288,3099.815298,
895.9953287,0.166621089,3102.476079,
897.5035876,0.509033965,3102.665558,
899.5013177,0.00036459,3107.292286,
901.3801124,0.987982822,3110.899529,
901.6263045,0.218475446,3115.470493,
903.6058224,0.00417132,3116.984192,
904.2497204,0.959614893,3119.793249,
904.616696,0.633514131,3119.971983,
905.9566539,0.382549034,3134.340669,
907.5464501,0.85623007,3149.255453,
908.8501605,0.081840577,3151.755623,
909.6666247,0.01907519,3154.221183,
911.5867581,0.010693133,3159.30823,
912.8771496,0.479734781,3162.550769,
914.1263328,0.137419885,3162.689221,
916.031146,0.996653262,3177.880685,
917.1055203,0.119974288,3181.95211,
